,pref,pop_dens,pref_no
31795,Iwate,330 ,3
31796,Wakayama,830 ,30
31797,Tottori,617 ,31
31798,Shimane,519 ,32
31799,Okayama,852 ,33
31800,Hiroshima,1213 ,34
31801,Yamaguchi,796 ,35
31802,Tokushima,721 ,36
31803,Kagawa,951 ,37
31804,Ehime,800 ,38
31805,Kochi,600 ,39
31806,Miyagi,731 ,4
31807,Fukuoka,1848 ,40
31808,Saga,610 ,41
31809,Nagasaki,792 ,42
31810,Kumamoto,625 ,43
31811,Oita,631 ,44
31812,Miyazaki,580 ,45
31813,Kagoshima,484 ,46
31814,Okinawa,1243 ,47
31815,Akita,302 ,5
31816,Yamagata,374 ,6
31817,Fukushima,438 ,7
31818,Ibaraki,719 ,8
31819,Tochigi,648 ,9
31820,Hokkaido,235 ,1
31821,Gunma,852 ,10
31822,Saitama,2844 ,11
31823,Chiba,1761 ,12
31824,Tokyo,9793 ,13
31825,Kanagawa,6253 ,14
31826,Niigata,490 ,15
31827,Toyama,567 ,16
31828,Ishikawa,818 ,17
31829,Fukui,713 ,18
31830,Yamanashi,850 ,19
31831,Aomori,386 ,2
31832,Nagano,635 ,20
31833,Gifu,899 ,21
31834,Shizuoka,1325 ,22
31835,Aichi,2527 ,23
31836,Mie,865 ,24
31837,Shiga,1082 ,25
31838,Kyoto,2201 ,26
31839,Osaka,6620 ,27
31840,Hyogo,1964 ,28
31841,Nara,1555 ,29
31842,Iwate,330 ,3
31843,Wakayama,830 ,30
31844,Tottori,617 ,31
31845,Shimane,519 ,32
31846,Okayama,852 ,33
31847,Hiroshima,1213 ,34
31848,Yamaguchi,796 ,35
31849,Tokushima,721 ,36
31850,Kagawa,951 ,37
31851,Ehime,800 ,38
31852,Kochi,600 ,39
31853,Miyagi,731 ,4
31854,Fukuoka,1848 ,40
31855,Saga,610 ,41
31856,Nagasaki,792 ,42
31857,Kumamoto,625 ,43
31858,Oita,631 ,44
31859,Miyazaki,580 ,45
31860,Kagoshima,484 ,46
31861,Okinawa,1243 ,47
31862,Akita,302 ,5
31863,Yamagata,374 ,6
31864,Fukushima,438 ,7
31865,Ibaraki,719 ,8
31866,Tochigi,648 ,9
31867,Hokkaido,235 ,1
31868,Gunma,852 ,10
31869,Saitama,2844 ,11
31870,Chiba,1761 ,12
31871,Tokyo,9793 ,13
31872,Kanagawa,6253 ,14
31873,Niigata,490 ,15
31874,Toyama,567 ,16
31875,Ishikawa,818 ,17
31876,Fukui,713 ,18
31877,Yamanashi,850 ,19
31878,Aomori,386 ,2
31879,Nagano,635 ,20
31880,Gifu,899 ,21
31881,Shizuoka,1325 ,22
31882,Aichi,2527 ,23
31883,Mie,865 ,24
31884,Shiga,1082 ,25
31885,Kyoto,2201 ,26
31886,Osaka,6620 ,27
31887,Hyogo,1964 ,28
31888,Nara,1555 ,29
31889,Iwate,330 ,3
31890,Wakayama,830 ,30
31891,Tottori,617 ,31
31892,Shimane,519 ,32
31893,Okayama,852 ,33
31894,Hiroshima,1213 ,34
31895,Yamaguchi,796 ,35
31896,Tokushima,721 ,36
31897,Kagawa,951 ,37
31898,Ehime,800 ,38
31899,Kochi,600 ,39
31900,Miyagi,731 ,4
31901,Fukuoka,1848 ,40
31902,Saga,610 ,41
31903,Nagasaki,792 ,42
31904,Kumamoto,625 ,43
31905,Oita,631 ,44
31906,Miyazaki,580 ,45
31907,Kagoshima,484 ,46
31908,Okinawa,1243 ,47
31909,Akita,302 ,5
31910,Yamagata,374 ,6
31911,Fukushima,438 ,7
31912,Ibaraki,719 ,8
31913,Tochigi,648 ,9
31914,Hokkaido,235 ,1
31915,Gunma,852 ,10
31916,Saitama,2844 ,11
31917,Chiba,1761 ,12
31918,Tokyo,9793 ,13
31919,Kanagawa,6253 ,14
31920,Niigata,490 ,15
31921,Toyama,567 ,16
31922,Ishikawa,818 ,17
31923,Fukui,713 ,18
31924,Yamanashi,850 ,19
31925,Aomori,386 ,2
31926,Nagano,635 ,20
31927,Gifu,899 ,21
31928,Shizuoka,1325 ,22
31929,Aichi,2527 ,23
31930,Mie,865 ,24
31931,Shiga,1082 ,25
31932,Kyoto,2201 ,26
31933,Osaka,6620 ,27
31934,Hyogo,1964 ,28
31935,Nara,1555 ,29
31936,Iwate,330 ,3
31937,Wakayama,830 ,30
31938,Tottori,617 ,31
31939,Shimane,519 ,32
31940,Okayama,852 ,33
31941,Hiroshima,1213 ,34
31942,Yamaguchi,796 ,35
31943,Tokushima,721 ,36
31944,Kagawa,951 ,37
31945,Ehime,800 ,38
31946,Kochi,600 ,39
31947,Miyagi,731 ,4
31948,Fukuoka,1848 ,40
31949,Saga,610 ,41
31950,Nagasaki,792 ,42
31951,Kumamoto,625 ,43
31952,Oita,631 ,44
31953,Miyazaki,580 ,45
31954,Kagoshima,484 ,46
31955,Okinawa,1243 ,47
31956,Akita,302 ,5
31957,Yamagata,374 ,6
31958,Fukushima,438 ,7
31959,Ibaraki,719 ,8
31960,Tochigi,648 ,9
31961,Hokkaido,235 ,1
31962,Gunma,852 ,10
31963,Saitama,2844 ,11
31964,Chiba,1761 ,12
31965,Tokyo,9793 ,13
31966,Kanagawa,6253 ,14
31967,Niigata,490 ,15
31968,Toyama,567 ,16
31969,Ishikawa,818 ,17
31970,Fukui,713 ,18
31971,Yamanashi,850 ,19
31972,Aomori,386 ,2
31973,Nagano,635 ,20
31974,Gifu,899 ,21
31975,Shizuoka,1325 ,22
31976,Aichi,2527 ,23
31977,Mie,865 ,24
31978,Shiga,1082 ,25
31979,Kyoto,2201 ,26
31980,Osaka,6620 ,27
31981,Hyogo,1964 ,28
31982,Nara,1555 ,29
31983,Iwate,330 ,3
31984,Wakayama,830 ,30
31985,Tottori,617 ,31
31986,Shimane,519 ,32
31987,Okayama,852 ,33
31988,Hiroshima,1213 ,34
31989,Yamaguchi,796 ,35
31990,Tokushima,721 ,36
31991,Kagawa,951 ,37
31992,Ehime,800 ,38
31993,Kochi,600 ,39
31994,Miyagi,731 ,4
31995,Fukuoka,1848 ,40
31996,Saga,610 ,41
31997,Nagasaki,792 ,42
31998,Kumamoto,625 ,43
31999,Oita,631 ,44
32000,Miyazaki,580 ,45
32001,Kagoshima,484 ,46
32002,Okinawa,1243 ,47
32003,Akita,302 ,5
32004,Yamagata,374 ,6
32005,Fukushima,438 ,7
32006,Ibaraki,719 ,8
32007,Tochigi,648 ,9
32008,Hokkaido,235 ,1
32009,Gunma,852 ,10
32010,Saitama,2844 ,11
32011,Chiba,1761 ,12
32012,Tokyo,9793 ,13
32013,Kanagawa,6253 ,14
32014,Niigata,490 ,15
32015,Toyama,567 ,16
32016,Ishikawa,818 ,17
32017,Fukui,713 ,18
32018,Yamanashi,850 ,19
32019,Aomori,386 ,2
32020,Nagano,635 ,20
32021,Gifu,899 ,21
32022,Shizuoka,1325 ,22
32023,Aichi,2527 ,23
32024,Mie,865 ,24
32025,Shiga,1082 ,25
32026,Kyoto,2201 ,26
32027,Osaka,6620 ,27
32028,Hyogo,1964 ,28
32029,Nara,1555 ,29
32030,Iwate,330 ,3
32031,Wakayama,830 ,30
32032,Tottori,617 ,31
32033,Shimane,519 ,32
32034,Okayama,852 ,33
32035,Hiroshima,1213 ,34
32036,Yamaguchi,796 ,35
32037,Tokushima,721 ,36
32038,Kagawa,951 ,37
32039,Ehime,800 ,38
32040,Kochi,600 ,39
32041,Miyagi,731 ,4
32042,Fukuoka,1848 ,40
32043,Saga,610 ,41
32044,Nagasaki,792 ,42
32045,Kumamoto,625 ,43
32046,Oita,631 ,44
32047,Miyazaki,580 ,45
32048,Kagoshima,484 ,46
32049,Okinawa,1243 ,47
32050,Akita,302 ,5
32051,Yamagata,374 ,6
32052,Fukushima,438 ,7
32053,Ibaraki,719 ,8
32054,Tochigi,648 ,9
32055,Hokkaido,235 ,1
32056,Gunma,852 ,10
32057,Saitama,2844 ,11
32058,Chiba,1761 ,12
32059,Tokyo,9793 ,13
32060,Kanagawa,6253 ,14
32061,Niigata,490 ,15
32062,Toyama,567 ,16
32063,Ishikawa,818 ,17
32064,Fukui,713 ,18
32065,Yamanashi,850 ,19
32066,Aomori,386 ,2
32067,Nagano,635 ,20
32068,Gifu,899 ,21
32069,Shizuoka,1325 ,22
32070,Aichi,2527 ,23
32071,Mie,865 ,24
32072,Shiga,1082 ,25
32073,Kyoto,2201 ,26
32074,Osaka,6620 ,27
32075,Hyogo,1964 ,28
32076,Nara,1555 ,29
32077,Iwate,330 ,3
32078,Wakayama,830 ,30
32079,Tottori,617 ,31
32080,Shimane,519 ,32
32081,Okayama,852 ,33
32082,Hiroshima,1213 ,34
32083,Yamaguchi,796 ,35
32084,Tokushima,721 ,36
32085,Kagawa,951 ,37
32086,Ehime,800 ,38
32087,Kochi,600 ,39
32088,Miyagi,731 ,4
32089,Fukuoka,1848 ,40
32090,Saga,610 ,41
32091,Nagasaki,792 ,42
32092,Kumamoto,625 ,43
32093,Oita,631 ,44
32094,Miyazaki,580 ,45
32095,Kagoshima,484 ,46
32096,Okinawa,1243 ,47
32097,Akita,302 ,5
32098,Yamagata,374 ,6
32099,Fukushima,438 ,7
32100,Ibaraki,719 ,8
32101,Tochigi,648 ,9
32102,Hokkaido,235 ,1
32103,Gunma,852 ,10
32104,Saitama,2844 ,11
32105,Chiba,1761 ,12
32106,Tokyo,9793 ,13
32107,Kanagawa,6253 ,14
32108,Niigata,490 ,15
32109,Toyama,567 ,16
32110,Ishikawa,818 ,17
32111,Fukui,713 ,18
32112,Yamanashi,850 ,19
32113,Aomori,386 ,2
32114,Nagano,635 ,20
32115,Gifu,899 ,21
32116,Shizuoka,1325 ,22
32117,Aichi,2527 ,23
32118,Mie,865 ,24
32119,Shiga,1082 ,25
32120,Kyoto,2201 ,26
32121,Osaka,6620 ,27
32122,Hyogo,1964 ,28
32123,Nara,1555 ,29
32124,Iwate,330 ,3
32125,Wakayama,830 ,30
32126,Tottori,617 ,31
32127,Shimane,519 ,32
32128,Okayama,852 ,33
32129,Hiroshima,1213 ,34
32130,Yamaguchi,796 ,35
32131,Tokushima,721 ,36
32132,Kagawa,951 ,37
32133,Ehime,800 ,38
32134,Kochi,600 ,39
32135,Miyagi,731 ,4
32136,Fukuoka,1848 ,40
32137,Saga,610 ,41
32138,Nagasaki,792 ,42
32139,Kumamoto,625 ,43
32140,Oita,631 ,44
32141,Miyazaki,580 ,45
32142,Kagoshima,484 ,46
32143,Okinawa,1243 ,47
32144,Akita,302 ,5
32145,Yamagata,374 ,6
32146,Fukushima,438 ,7
32147,Ibaraki,719 ,8
32148,Tochigi,648 ,9
32149,Hokkaido,235 ,1
32150,Gunma,852 ,10
32151,Saitama,2844 ,11
32152,Chiba,1761 ,12
32153,Tokyo,9793 ,13
32154,Kanagawa,6253 ,14
32155,Niigata,490 ,15
32156,Toyama,567 ,16
32157,Ishikawa,818 ,17
32158,Fukui,713 ,18
32159,Yamanashi,850 ,19
32160,Aomori,386 ,2
32161,Nagano,635 ,20
32162,Gifu,899 ,21
32163,Shizuoka,1325 ,22
32164,Aichi,2527 ,23
32165,Mie,865 ,24
32166,Shiga,1082 ,25
32167,Kyoto,2201 ,26
32168,Osaka,6620 ,27
32169,Hyogo,1964 ,28
32170,Nara,1555 ,29
32171,Iwate,330 ,3
32172,Wakayama,830 ,30
32173,Tottori,617 ,31
32174,Shimane,519 ,32
32175,Okayama,852 ,33
32176,Hiroshima,1213 ,34
32177,Yamaguchi,796 ,35
32178,Tokushima,721 ,36
32179,Kagawa,951 ,37
32180,Ehime,800 ,38
32181,Kochi,600 ,39
32182,Miyagi,731 ,4
32183,Fukuoka,1848 ,40
32184,Saga,610 ,41
32185,Nagasaki,792 ,42
32186,Kumamoto,625 ,43
32187,Oita,631 ,44
32188,Miyazaki,580 ,45
32189,Kagoshima,484 ,46
32190,Okinawa,1243 ,47
32191,Akita,302 ,5
32192,Yamagata,374 ,6
32193,Fukushima,438 ,7
32194,Ibaraki,719 ,8
32195,Tochigi,648 ,9
32196,Hokkaido,235 ,1
32197,Gunma,852 ,10
32198,Saitama,2844 ,11
32199,Chiba,1761 ,12
32200,Tokyo,9793 ,13
32201,Kanagawa,6253 ,14
32202,Niigata,490 ,15
32203,Toyama,567 ,16
32204,Ishikawa,818 ,17
32205,Fukui,713 ,18
32206,Yamanashi,850 ,19
32207,Aomori,386 ,2
32208,Nagano,635 ,20
32209,Gifu,899 ,21
32210,Shizuoka,1325 ,22
32211,Aichi,2527 ,23
32212,Mie,865 ,24
32213,Shiga,1082 ,25
32214,Kyoto,2201 ,26
32215,Osaka,6620 ,27
32216,Hyogo,1964 ,28
32217,Nara,1555 ,29
32218,Iwate,330 ,3
32219,Wakayama,830 ,30
32220,Tottori,617 ,31
32221,Shimane,519 ,32
32222,Okayama,852 ,33
32223,Hiroshima,1213 ,34
32224,Yamaguchi,796 ,35
32225,Tokushima,721 ,36
32226,Kagawa,951 ,37
32227,Ehime,800 ,38
32228,Kochi,600 ,39
32229,Miyagi,731 ,4
32230,Fukuoka,1848 ,40
32231,Saga,610 ,41
32232,Nagasaki,792 ,42
32233,Kumamoto,625 ,43
32234,Oita,631 ,44
32235,Miyazaki,580 ,45
32236,Kagoshima,484 ,46
32237,Okinawa,1243 ,47
32238,Akita,302 ,5
32239,Yamagata,374 ,6
32240,Fukushima,438 ,7
32241,Ibaraki,719 ,8
32242,Tochigi,648 ,9
32243,Hokkaido,235 ,1
32244,Gunma,852 ,10
32245,Saitama,2844 ,11
32246,Chiba,1761 ,12
32247,Tokyo,9793 ,13
32248,Kanagawa,6253 ,14
32249,Niigata,490 ,15
32250,Toyama,567 ,16
32251,Ishikawa,818 ,17
32252,Fukui,713 ,18
32253,Yamanashi,850 ,19
32254,Aomori,386 ,2
32255,Nagano,635 ,20
32256,Gifu,899 ,21
32257,Shizuoka,1325 ,22
32258,Aichi,2527 ,23
32259,Mie,865 ,24
32260,Shiga,1082 ,25
32261,Kyoto,2201 ,26
32262,Osaka,6620 ,27
32263,Hyogo,1964 ,28
32264,Nara,1555 ,29
32265,Iwate,330 ,3
32266,Wakayama,830 ,30
32267,Tottori,617 ,31
32268,Shimane,519 ,32
32269,Okayama,852 ,33
32270,Hiroshima,1213 ,34
32271,Yamaguchi,796 ,35
32272,Tokushima,721 ,36
32273,Kagawa,951 ,37
32274,Ehime,800 ,38
32275,Kochi,600 ,39
32276,Miyagi,731 ,4
32277,Fukuoka,1848 ,40
32278,Saga,610 ,41
32279,Nagasaki,792 ,42
32280,Kumamoto,625 ,43
32281,Oita,631 ,44
32282,Miyazaki,580 ,45
32283,Kagoshima,484 ,46
32284,Okinawa,1243 ,47
32285,Akita,302 ,5
32286,Yamagata,374 ,6
32287,Fukushima,438 ,7
32288,Ibaraki,719 ,8
32289,Tochigi,648 ,9
32290,Hokkaido,235 ,1
32291,Gunma,852 ,10
32292,Saitama,2844 ,11
32293,Chiba,1761 ,12
32294,Tokyo,9793 ,13
32295,Kanagawa,6253 ,14
32296,Niigata,490 ,15
32297,Toyama,567 ,16
32298,Ishikawa,818 ,17
32299,Fukui,713 ,18
32300,Yamanashi,850 ,19
32301,Aomori,386 ,2
32302,Nagano,635 ,20
32303,Gifu,899 ,21
32304,Shizuoka,1325 ,22
32305,Aichi,2527 ,23
32306,Mie,865 ,24
32307,Shiga,1082 ,25
32308,Kyoto,2201 ,26
32309,Osaka,6620 ,27
32310,Hyogo,1964 ,28
32311,Nara,1555 ,29
32312,Iwate,330 ,3
32313,Wakayama,830 ,30
32314,Tottori,617 ,31
32315,Shimane,519 ,32
32316,Okayama,852 ,33
32317,Hiroshima,1213 ,34
32318,Yamaguchi,796 ,35
32319,Tokushima,721 ,36
32320,Kagawa,951 ,37
32321,Ehime,800 ,38
32322,Kochi,600 ,39
32323,Miyagi,731 ,4
32324,Fukuoka,1848 ,40
32325,Saga,610 ,41
32326,Nagasaki,792 ,42
32327,Kumamoto,625 ,43
32328,Oita,631 ,44
32329,Miyazaki,580 ,45
32330,Kagoshima,484 ,46
32331,Okinawa,1243 ,47
32332,Akita,302 ,5
32333,Yamagata,374 ,6
32334,Fukushima,438 ,7
32335,Ibaraki,719 ,8
32336,Tochigi,648 ,9
32337,Hokkaido,235 ,1
32338,Gunma,852 ,10
32339,Saitama,2844 ,11
32340,Chiba,1761 ,12
32341,Tokyo,9793 ,13
32342,Kanagawa,6253 ,14
32343,Niigata,490 ,15
32344,Toyama,567 ,16
32345,Ishikawa,818 ,17
32346,Fukui,713 ,18
32347,Yamanashi,850 ,19
32348,Aomori,386 ,2
32349,Nagano,635 ,20
32350,Gifu,899 ,21
32351,Shizuoka,1325 ,22
32352,Aichi,2527 ,23
32353,Mie,865 ,24
32354,Shiga,1082 ,25
32355,Kyoto,2201 ,26
32356,Osaka,6620 ,27
32357,Hyogo,1964 ,28
32358,Nara,1555 ,29
32359,Iwate,330 ,3
32360,Wakayama,830 ,30
32361,Tottori,617 ,31
32362,Shimane,519 ,32
32363,Okayama,852 ,33
32364,Hiroshima,1213 ,34
32365,Yamaguchi,796 ,35
32366,Tokushima,721 ,36
32367,Kagawa,951 ,37
32368,Ehime,800 ,38
32369,Kochi,600 ,39
32370,Miyagi,731 ,4
32371,Fukuoka,1848 ,40
32372,Saga,610 ,41
32373,Nagasaki,792 ,42
32374,Kumamoto,625 ,43
32375,Oita,631 ,44
32376,Miyazaki,580 ,45
32377,Kagoshima,484 ,46
32378,Okinawa,1243 ,47
32379,Akita,302 ,5
32380,Yamagata,374 ,6
32381,Fukushima,438 ,7
32382,Ibaraki,719 ,8
32383,Tochigi,648 ,9
32384,Hokkaido,235 ,1
32385,Gunma,852 ,10
32386,Saitama,2844 ,11
32387,Chiba,1761 ,12
32388,Tokyo,9793 ,13
32389,Kanagawa,6253 ,14
32390,Niigata,490 ,15
32391,Toyama,567 ,16
32392,Ishikawa,818 ,17
32393,Fukui,713 ,18
32394,Yamanashi,850 ,19
32395,Aomori,386 ,2
32396,Nagano,635 ,20
32397,Gifu,899 ,21
32398,Shizuoka,1325 ,22
32399,Aichi,2527 ,23
32400,Mie,865 ,24
32401,Shiga,1082 ,25
32402,Kyoto,2201 ,26
32403,Osaka,6620 ,27
32404,Hyogo,1964 ,28
32405,Nara,1555 ,29
32406,Iwate,330 ,3
32407,Wakayama,830 ,30
32408,Tottori,617 ,31
32409,Shimane,519 ,32
32410,Okayama,852 ,33
32411,Hiroshima,1213 ,34
32412,Yamaguchi,796 ,35
32413,Tokushima,721 ,36
32414,Kagawa,951 ,37
32415,Ehime,800 ,38
32416,Kochi,600 ,39
32417,Miyagi,731 ,4
32418,Fukuoka,1848 ,40
32419,Saga,610 ,41
32420,Nagasaki,792 ,42
32421,Kumamoto,625 ,43
32422,Oita,631 ,44
32423,Miyazaki,580 ,45
32424,Kagoshima,484 ,46
32425,Okinawa,1243 ,47
32426,Akita,302 ,5
32427,Yamagata,374 ,6
32428,Fukushima,438 ,7
32429,Ibaraki,719 ,8
32430,Tochigi,648 ,9
32431,Hokkaido,235 ,1
32432,Gunma,852 ,10
32433,Saitama,2844 ,11
32434,Chiba,1761 ,12
32435,Tokyo,9793 ,13
32436,Kanagawa,6253 ,14
32437,Niigata,490 ,15
32438,Toyama,567 ,16
32439,Ishikawa,818 ,17
32440,Fukui,713 ,18
32441,Yamanashi,850 ,19
32442,Aomori,386 ,2
32443,Nagano,635 ,20
32444,Gifu,899 ,21
32445,Shizuoka,1325 ,22
32446,Aichi,2527 ,23
32447,Mie,865 ,24
32448,Shiga,1082 ,25
32449,Kyoto,2201 ,26
32450,Osaka,6620 ,27
32451,Hyogo,1964 ,28
32452,Nara,1555 ,29
32453,Iwate,330 ,3
32454,Wakayama,830 ,30
32455,Tottori,617 ,31
32456,Shimane,519 ,32
32457,Okayama,852 ,33
32458,Hiroshima,1213 ,34
32459,Yamaguchi,796 ,35
32460,Tokushima,721 ,36
32461,Kagawa,951 ,37
32462,Ehime,800 ,38
32463,Kochi,600 ,39
32464,Miyagi,731 ,4
32465,Fukuoka,1848 ,40
32466,Saga,610 ,41
32467,Nagasaki,792 ,42
32468,Kumamoto,625 ,43
32469,Oita,631 ,44
32470,Miyazaki,580 ,45
32471,Kagoshima,484 ,46
32472,Okinawa,1243 ,47
32473,Akita,302 ,5
32474,Yamagata,374 ,6
32475,Fukushima,438 ,7
32476,Ibaraki,719 ,8
32477,Tochigi,648 ,9
32478,Hokkaido,235 ,1
32479,Gunma,852 ,10
32480,Saitama,2844 ,11
32481,Chiba,1761 ,12
32482,Tokyo,9793 ,13
32483,Kanagawa,6253 ,14
32484,Niigata,490 ,15
32485,Toyama,567 ,16
32486,Ishikawa,818 ,17
32487,Fukui,713 ,18
32488,Yamanashi,850 ,19
32489,Aomori,386 ,2
32490,Nagano,635 ,20
32491,Gifu,899 ,21
32492,Shizuoka,1325 ,22
32493,Aichi,2527 ,23
32494,Mie,865 ,24
32495,Shiga,1082 ,25
32496,Kyoto,2201 ,26
32497,Osaka,6620 ,27
32498,Hyogo,1964 ,28
32499,Nara,1555 ,29
32500,Iwate,330 ,3
32501,Wakayama,830 ,30
32502,Tottori,617 ,31
32503,Shimane,519 ,32
32504,Okayama,852 ,33
32505,Hiroshima,1213 ,34
32506,Yamaguchi,796 ,35
32507,Tokushima,721 ,36
32508,Kagawa,951 ,37
32509,Ehime,800 ,38
32510,Kochi,600 ,39
32511,Miyagi,731 ,4
32512,Fukuoka,1848 ,40
32513,Saga,610 ,41
32514,Nagasaki,792 ,42
32515,Kumamoto,625 ,43
32516,Oita,631 ,44
32517,Miyazaki,580 ,45
32518,Kagoshima,484 ,46
32519,Okinawa,1243 ,47
32520,Akita,302 ,5
32521,Yamagata,374 ,6
32522,Fukushima,438 ,7
32523,Ibaraki,719 ,8
32524,Tochigi,648 ,9
32525,Hokkaido,235 ,1
32526,Gunma,852 ,10
32527,Saitama,2844 ,11
32528,Chiba,1761 ,12
32529,Tokyo,9793 ,13
32530,Kanagawa,6253 ,14
32531,Niigata,490 ,15
32532,Toyama,567 ,16
32533,Ishikawa,818 ,17
32534,Fukui,713 ,18
32535,Yamanashi,850 ,19
32536,Aomori,386 ,2
32537,Nagano,635 ,20
32538,Gifu,899 ,21
32539,Shizuoka,1325 ,22
32540,Aichi,2527 ,23
32541,Mie,865 ,24
32542,Shiga,1082 ,25
32543,Kyoto,2201 ,26
32544,Osaka,6620 ,27
32545,Hyogo,1964 ,28
32546,Nara,1555 ,29
32547,Iwate,330 ,3
32548,Wakayama,830 ,30
32549,Tottori,617 ,31
32550,Shimane,519 ,32
32551,Okayama,852 ,33
32552,Hiroshima,1213 ,34
32553,Yamaguchi,796 ,35
32554,Tokushima,721 ,36
32555,Kagawa,951 ,37
32556,Ehime,800 ,38
32557,Kochi,600 ,39
32558,Miyagi,731 ,4
32559,Fukuoka,1848 ,40
32560,Saga,610 ,41
32561,Nagasaki,792 ,42
32562,Kumamoto,625 ,43
32563,Oita,631 ,44
32564,Miyazaki,580 ,45
32565,Kagoshima,484 ,46
32566,Okinawa,1243 ,47
32567,Akita,302 ,5
32568,Yamagata,374 ,6
32569,Fukushima,438 ,7
32570,Ibaraki,719 ,8
32571,Tochigi,648 ,9
32572,Hokkaido,235 ,1
32573,Gunma,852 ,10
32574,Saitama,2844 ,11
32575,Chiba,1761 ,12
32576,Tokyo,9793 ,13
32577,Kanagawa,6253 ,14
32578,Niigata,490 ,15
32579,Toyama,567 ,16
32580,Ishikawa,818 ,17
32581,Fukui,713 ,18
32582,Yamanashi,850 ,19
32583,Aomori,386 ,2
32584,Nagano,635 ,20
32585,Gifu,899 ,21
32586,Shizuoka,1325 ,22
32587,Aichi,2527 ,23
32588,Mie,865 ,24
32589,Shiga,1082 ,25
32590,Kyoto,2201 ,26
32591,Osaka,6620 ,27
32592,Hyogo,1964 ,28
32593,Nara,1555 ,29
32594,Iwate,330 ,3
32595,Wakayama,830 ,30
32596,Tottori,617 ,31
32597,Shimane,519 ,32
32598,Okayama,852 ,33
32599,Hiroshima,1213 ,34
32600,Yamaguchi,796 ,35
32601,Tokushima,721 ,36
32602,Kagawa,951 ,37
32603,Ehime,800 ,38
32604,Kochi,600 ,39
32605,Miyagi,731 ,4
32606,Fukuoka,1848 ,40
32607,Saga,610 ,41
32608,Nagasaki,792 ,42
32609,Kumamoto,625 ,43
32610,Oita,631 ,44
32611,Miyazaki,580 ,45
32612,Kagoshima,484 ,46
32613,Okinawa,1243 ,47
32614,Akita,302 ,5
32615,Yamagata,374 ,6
32616,Fukushima,438 ,7
32617,Ibaraki,719 ,8
32618,Tochigi,648 ,9
32619,Hokkaido,235 ,1
32620,Gunma,852 ,10
32621,Saitama,2844 ,11
32622,Chiba,1761 ,12
32623,Tokyo,9793 ,13
32624,Kanagawa,6253 ,14
32625,Niigata,490 ,15
32626,Toyama,567 ,16
32627,Ishikawa,818 ,17
32628,Fukui,713 ,18
32629,Yamanashi,850 ,19
32630,Aomori,386 ,2
32631,Nagano,635 ,20
32632,Gifu,899 ,21
32633,Shizuoka,1325 ,22
32634,Aichi,2527 ,23
32635,Mie,865 ,24
32636,Shiga,1082 ,25
32637,Kyoto,2201 ,26
32638,Osaka,6620 ,27
32639,Hyogo,1964 ,28
32640,Nara,1555 ,29
32641,Iwate,330 ,3
32642,Wakayama,830 ,30
32643,Tottori,617 ,31
32644,Shimane,519 ,32
32645,Okayama,852 ,33
32646,Hiroshima,1213 ,34
32647,Yamaguchi,796 ,35
32648,Tokushima,721 ,36
32649,Kagawa,951 ,37
32650,Ehime,800 ,38
32651,Kochi,600 ,39
32652,Miyagi,731 ,4
32653,Fukuoka,1848 ,40
32654,Saga,610 ,41
32655,Nagasaki,792 ,42
32656,Kumamoto,625 ,43
32657,Oita,631 ,44
32658,Miyazaki,580 ,45
32659,Kagoshima,484 ,46
32660,Okinawa,1243 ,47
32661,Akita,302 ,5
32662,Yamagata,374 ,6
32663,Fukushima,438 ,7
32664,Ibaraki,719 ,8
32665,Tochigi,648 ,9
32666,Hokkaido,235 ,1
32667,Gunma,852 ,10
32668,Saitama,2844 ,11
32669,Chiba,1761 ,12
32670,Tokyo,9793 ,13
32671,Kanagawa,6253 ,14
32672,Niigata,490 ,15
32673,Toyama,567 ,16
32674,Ishikawa,818 ,17
32675,Fukui,713 ,18
32676,Yamanashi,850 ,19
32677,Aomori,386 ,2
32678,Nagano,635 ,20
32679,Gifu,899 ,21
32680,Shizuoka,1325 ,22
32681,Aichi,2527 ,23
32682,Mie,865 ,24
32683,Shiga,1082 ,25
32684,Kyoto,2201 ,26
32685,Osaka,6620 ,27
32686,Hyogo,1964 ,28
32687,Nara,1555 ,29
32688,Iwate,330 ,3
32689,Wakayama,830 ,30
32690,Tottori,617 ,31
32691,Shimane,519 ,32
32692,Okayama,852 ,33
32693,Hiroshima,1213 ,34
32694,Yamaguchi,796 ,35
32695,Tokushima,721 ,36
32696,Kagawa,951 ,37
32697,Ehime,800 ,38
32698,Kochi,600 ,39
32699,Miyagi,731 ,4
32700,Fukuoka,1848 ,40
32701,Saga,610 ,41
32702,Nagasaki,792 ,42
32703,Kumamoto,625 ,43
32704,Oita,631 ,44
32705,Miyazaki,580 ,45
32706,Kagoshima,484 ,46
32707,Okinawa,1243 ,47
32708,Akita,302 ,5
32709,Yamagata,374 ,6
32710,Fukushima,438 ,7
32711,Ibaraki,719 ,8
32712,Tochigi,648 ,9
32713,Hokkaido,235 ,1
32714,Gunma,852 ,10
32715,Saitama,2844 ,11
32716,Chiba,1761 ,12
32717,Tokyo,9793 ,13
32718,Kanagawa,6253 ,14
32719,Niigata,490 ,15
32720,Toyama,567 ,16
32721,Ishikawa,818 ,17
32722,Fukui,713 ,18
32723,Yamanashi,850 ,19
32724,Aomori,386 ,2
32725,Nagano,635 ,20
32726,Gifu,899 ,21
